"filename", "language", "JSON", "JSON with Comments", "Markdown", "SCSS", "TypeScript", "HTML", "CSS", "comment", "blank", "total"
"d:\dev\developer-akademie\projects\dabubble\src\app\main-component\main-component.component.ts", "TypeScript", 0, 0, 0, 0, 214, 0, 0, 0, 19, 233
"d:\dev\developer-akademie\projects\dabubble\src\app\shared.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 1, 54
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\add-user-to-channel-overlay\add-user-to-channel-overlay.component.html", "HTML", 0, 0, 0, 0, 0, 45, 0, 0, 3, 48
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\add-user-to-channel-overlay\add-user-to-channel-overlay.component.scss", "SCSS", 0, 0, 0, 184, 0, 0, 0, 1, 19, 204
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\add-user-to-channel-overlay\add-user-to-channel-overlay.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\add-user-to-channel-overlay\add-user-to-channel-overlay.component.ts", "TypeScript", 0, 0, 0, 0, 84, 0, 0, 0, 32, 116
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-chat.component.html", "HTML", 0, 0, 0, 0, 0, 398, 0, 0, 19, 417
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-chat.component.scss", "SCSS", 0, 0, 0, 977, 0, 0, 0, 13, 129, 1119
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-chat.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-chat.component.ts", "TypeScript", 0, 0, 0, 0, 701, 0, 0, 3, 113, 817
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-members-overlay\channel-members-overlay.component.html", "HTML", 0, 0, 0, 0, 0, 22, 0, 0, 1, 23
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-members-overlay\channel-members-overlay.component.scss", "SCSS", 0, 0, 0, 146, 0, 0, 0, 0, 19, 165
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-members-overlay\channel-members-overlay.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\channel-members-overlay\channel-members-overlay.component.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 13, 80
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\edit-channel\edit-channel.component.html", "HTML", 0, 0, 0, 0, 0, 89, 0, 0, 6, 95
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\edit-channel\edit-channel.component.scss", "SCSS", 0, 0, 0, 345, 0, 0, 0, 4, 33, 382
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\edit-channel\edit-channel.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\edit-channel\edit-channel.component.ts", "TypeScript", 0, 0, 0, 0, 187, 0, 0, 0, 23, 210
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\smiley-keyboard\smiley-keyboard.component.html", "HTML", 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\smiley-keyboard\smiley-keyboard.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\smiley-keyboard\smiley-keyboard.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\smiley-keyboard\smiley-keyboard.component.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 1, 3, 23
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\tagging-persons-dialog\tagging-persons-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 30, 0, 0, 4, 34
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\tagging-persons-dialog\tagging-persons-dialog.component.scss", "SCSS", 0, 0, 0, 52, 0, 0, 0, 0, 11, 63
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\tagging-persons-dialog\tagging-persons-dialog.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-chat\tagging-persons-dialog\tagging-persons-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 119, 0, 0, 16, 25, 160
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-create-overlay\channel-create-overlay.component.html", "HTML", 0, 0, 0, 0, 0, 41, 0, 0, 5, 46
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-create-overlay\channel-create-overlay.component.scss", "SCSS", 0, 0, 0, 124, 0, 0, 0, 0, 14, 138
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-create-overlay\channel-create-overlay.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\channel-create-overlay\channel-create-overlay.component.ts", "TypeScript", 0, 0, 0, 0, 103, 0, 0, 0, 10, 113
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\data-protection\data-protection.component.html", "HTML", 0, 0, 0, 0, 0, 92, 0, 0, 3, 95
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\data-protection\data-protection.component.scss", "SCSS", 0, 0, 0, 99, 0, 0, 0, 0, 8, 107
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\data-protection\data-protection.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\data-protection\data-protection.component.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\direct-message\direct-message.component.html", "HTML", 0, 0, 0, 0, 0, 255, 0, 0, 12, 267
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\direct-message\direct-message.component.scss", "SCSS", 0, 0, 0, 502, 0, 0, 0, 3, 66, 571
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\direct-message\direct-message.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\direct-message\direct-message.component.ts", "TypeScript", 0, 0, 0, 0, 392, 0, 0, 6, 49, 447
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header-dialog-profil\dialog.component.html", "HTML", 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header-dialog-profil\dialog.component.scss", "SCSS", 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header-dialog-profil\dialog.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header-dialog-profil\dialog.component.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 0, 13, 77
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\header.component.html", "HTML", 0, 0, 0, 0, 0, 60, 0, 0, 5, 65
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\header.component.scss", "SCSS", 0, 0, 0, 146, 0, 0, 0, 0, 10, 156
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\header.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\header.component.ts", "TypeScript", 0, 0, 0, 0, 129, 0, 0, 12, 32, 173
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\user-profil\user-profil.component.html", "HTML", 0, 0, 0, 0, 0, 35, 0, 0, 3, 38
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\user-profil\user-profil.component.scss", "SCSS", 0, 0, 0, 131, 0, 0, 0, 0, 9, 140
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\user-profil\user-profil.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\header\user-profil\user-profil.component.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 1, 12, 46
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\impressum\impressum.component.html", "HTML", 0, 0, 0, 0, 0, 59, 0, 0, 1, 60
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\impressum\impressum.component.scss", "SCSS", 0, 0, 0, 152, 0, 0, 0, 0, 12, 164
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\impressum\impressum.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\impressum\impressum.component.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\interfaces\channel.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 2, 18
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\interfaces\message.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 3, 28
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\interfaces\thread.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 2, 16
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\interfaces\user.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\services\auth.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\services\auth.service.ts", "TypeScript", 0, 0, 0, 0, 214, 0, 0, 0, 20, 234
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\services\firebase.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\services\firebase.service.ts", "TypeScript", 0, 0, 0, 0, 1044, 0, 0, 0, 104, 1148
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\services\sub.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\services\sub.service.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 1, 7, 49
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\side-nav\side-nav.component.html", "HTML", 0, 0, 0, 0, 0, 110, 0, 0, 7, 117
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\side-nav\side-nav.component.scss", "SCSS", 0, 0, 0, 219, 0, 0, 0, 1, 24, 244
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\side-nav\side-nav.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\side-nav\side-nav.component.ts", "TypeScript", 0, 0, 0, 0, 139, 0, 0, 0, 18, 157
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\thread\thread.component.html", "HTML", 0, 0, 0, 0, 0, 358, 0, 1, 18, 377
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\thread\thread.component.scss", "SCSS", 0, 0, 0, 457, 0, 0, 0, 0, 52, 509
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\thread\thread.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\thread\thread.component.ts", "TypeScript", 0, 0, 0, 0, 541, 0, 0, 1, 75, 617
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\edit-profil-dialog\edit-profil-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 32, 0, 0, 4, 36
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\edit-profil-dialog\edit-profil-dialog.component.scss", "SCSS", 0, 0, 0, 134, 0, 0, 0, 1, 8, 143
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\edit-profil-dialog\edit-profil-dialog.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\edit-profil-dialog\edit-profil-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 10, 48
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\profil-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 34, 0, 0, 5, 39
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\profil-dialog.component.scss", "SCSS", 0, 0, 0, 98, 0, 0, 0, 1, 10, 109
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\profil-dialog.component.spec.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"d:\dev\developer-akademie\projects\dabubble\src\app\shared\user-profil\profil-dialog\profil-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 69, 0, 0, 0, 9, 78
"d:\dev\developer-akademie\projects\dabubble\src\app\variables.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"d:\dev\developer-akademie\projects\dabubble\src\app\variables.service.ts", "TypeScript", 0, 0, 0, 0, 143, 0, 0, 3, 37, 183
"d:\dev\developer-akademie\projects\dabubble\src\index.html", "HTML", 0, 0, 0, 0, 0, 28, 0, 0, 2, 30
"d:\dev\developer-akademie\projects\dabubble\src\main.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"d:\dev\developer-akademie\projects\dabubble\src\styles.scss", "SCSS", 0, 0, 0, 41, 0, 0, 0, 0, 15, 56
"d:\dev\developer-akademie\projects\dabubble\src\vite.config.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 3, 9
"d:\dev\developer-akademie\projects\dabubble\tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 2, 1, 16
"d:\dev\developer-akademie\projects\dabubble\tsconfig.json", "JSON with Comments", 0, 30, 0, 0, 0, 0, 0, 2, 1, 33
"d:\dev\developer-akademie\projects\dabubble\tsconfig.spec.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 2, 1, 16
"Total", "-", 0, 0, 0, 458, 593, 480, 0, -56, 138, 1613
